"country_name","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","country_name-2","iso_code-2","Indicator Name","Indicator Code","2019","2020"
"Albania","ALB","2021-02-18",3049,2438,611,1348,254,0.11,0.08,0.02,"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",15279183290,0
"United Arab Emirates","ARE","2021-02-23",5668264,3480415,2187849,110471,67077,57.31,35.19,22.12,"United Arab Emirates","ARE","GDP (current US$)","NY.GDP.MKTP.CD",421142000000,0
"United Arab Emirates","ARE","2021-01-10",1086568,836568,250000,66219,52053,10.99,8.46,2.53,"United Arab Emirates","ARE","GDP (current US$)","NY.GDP.MKTP.CD",421142000000,0
"Argentina","ARG","2021-03-20",3063864,2472426,591438,124500,109875,6.78,5.47,1.31,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-19",2939364,2382859,556505,134211,120166,6.5,5.27,1.23,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-18",2805153,2289249,515904,137050,126583,6.21,5.07,1.14,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-17",2668103,2170116,497987,126741,127666,5.9,4.8,1.1,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-16",2541362,2064529,476833,137168,127486,5.62,4.57,1.06,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-15",2404194,1952883,451311,22765,122499,5.32,4.32,1,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-14",2381429,1932696,448733,86691,122193,5.27,4.28,0.99,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-13",2294738,1876113,418625,196533,121843,5.08,4.15,0.93,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-12",2098205,1719543,378662,179131,105801,4.64,3.8,0.84,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-11",1919074,1564555,354519,144636,95230,4.25,3.46,0.78,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-10",1774438,1424984,349454,125481,84735,3.93,3.15,0.77,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-09",1648957,1301787,347170,102258,74693,3.65,2.88,0.77,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-08",1546699,1202998,343701,20621,71076,3.42,2.66,0.76,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-05",1357596,1030504,327092,105135,64812,3,2.28,0.72,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-04",1252461,941695,310766,71169,60376,2.77,2.08,0.69,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-03",1181292,874916,306376,55184,57262,2.61,1.94,0.68,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-02",1126108,823446,302662,76939,54213,2.49,1.82,0.67,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-03-01",1049169,755212,293957,24166,46705,2.32,1.67,0.65,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-28",1025003,731571,293432,40108,43534,2.27,1.62,0.65,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-27",984895,694470,290425,80980,39678,2.18,1.54,0.64,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-26",903915,620635,283280,74083,33609,2,1.37,0.63,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-25",829832,558831,271001,49377,27750,1.84,1.24,0.6,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-24",780455,513394,267061,33840,24019,1.73,1.14,0.59,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-23",746615,481689,264926,24381,19349,1.65,1.07,0.59,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-22",722234,458822,263412,1967,16063,1.6,1.02,0.58,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-21",720267,456929,263338,13119,15809,1.59,1.01,0.58,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-20",707148,445614,261534,38494,14415,1.56,0.99,0.58,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-19",668654,414958,253696,33071,11003,1.48,0.92,0.56,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-18",635583,392399,243184,23261,8951,1.41,0.87,0.54,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-17",612322,374002,238320,1153,11003,1.35,0.83,0.53,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-16",611169,373253,237916,1378,13999,1.35,0.83,0.53,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-15",609791,372181,237610,186,14030,1.35,0.82,0.53,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-14",609605,372122,237483,3360,15493,1.35,0.82,0.53,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-13",606245,371629,234616,14613,19266,1.34,0.82,0.52,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-12",591632,368023,223609,18704,19133,1.31,0.81,0.49,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-11",572928,362649,210279,37625,18416,1.27,0.8,0.47,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-10",535303,337772,197531,22125,19820,1.18,0.75,0.44,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-09",513178,322975,190203,1596,18139,1.14,0.71,0.42,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-08",511582,322318,189264,10430,19390,1.13,0.71,0.42,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-07",501152,319316,181836,29769,18576,1.11,0.71,0.4,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-02-04",444018,297717,146301,47456,16574,0.98,0.66,0.32,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-30",366384,281023,85361,22350,11189,0.81,0.62,0.19,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-29",344034,278451,65583,16035,9205,0.76,0.62,0.15,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-28",327999,276548,51451,9966,8896,0.73,0.61,0.11,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-27",318033,272323,45710,12153,10014,0.7,0.6,0.1,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-26",305880,266969,38911,13494,9626,0.68,0.59,0.09,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-25",292386,260122,32264,363,9046,0.65,0.58,0.07,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-24",292023,260036,31987,3959,10342,0.65,0.58,0.07,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-23",288064,258876,29188,8462,11124,0.64,0.57,0.06,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-22",279602,254456,25146,13878,11263,0.62,0.56,0.06,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Argentina","ARG","2021-01-21",265724,249372,16352,17791,11704,0.59,0.55,0.04,"Argentina","ARG","GDP (current US$)","NY.GDP.MKTP.CD",445445000000,0
"Austria","AUT","2021-03-19",1239208,928005,311203,46428,33653,13.76,10.3,3.46,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-18",1192780,888727,304053,32584,35009,13.24,9.87,3.38,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-17",1160196,863463,296733,31453,36548,12.88,9.59,3.29,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-16",1128743,839486,289257,26340,36000,12.53,9.32,3.21,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-15",1102403,819062,283341,19753,36175,12.24,9.09,3.15,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-14",1082650,801527,281123,29123,34958,12.02,8.9,3.12,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-13",1053527,776453,277074,49893,32474,11.7,8.62,3.08,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-12",1003634,732000,271634,55920,29237,11.14,8.13,3.02,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-11",947714,681246,266468,43355,26252,10.52,7.56,2.96,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-10",904359,643140,261219,27613,23824,10.04,7.14,2.9,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-09",876746,619873,256873,27568,23727,9.73,6.88,2.85,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-08",849178,595725,253453,11234,23284,9.43,6.61,2.81,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-07",837944,585840,252104,11734,22879,9.3,6.5,2.8,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-06",826210,574731,251479,27232,22640,9.17,6.38,2.79,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-05",798978,549897,249081,35027,22207,8.87,6.11,2.77,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-04",763951,517658,246293,26362,21186,8.48,5.75,2.73,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-03",737589,493977,243612,26929,20195,8.19,5.48,2.7,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-02",710660,469322,241338,24467,19100,7.89,5.21,2.68,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-03-01",686193,447094,239099,8403,17662,7.62,4.96,2.65,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-28",677790,439480,238310,10061,17420,7.53,4.88,2.65,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-27",667729,429825,237904,24203,16830,7.41,4.77,2.64,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-26",643526,407551,235975,27874,15220,7.15,4.53,2.62,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-25",615652,384225,231427,19427,14238,6.84,4.27,2.57,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-24",596225,368225,228000,19267,14224,6.62,4.09,2.53,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-23",576958,352324,224634,14401,14187,6.41,3.91,2.49,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-22",562557,342276,220281,6706,14166,6.25,3.8,2.45,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-21",555851,337343,218508,5930,14206,6.17,3.75,2.43,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-20",549921,331846,218075,12938,13629,6.11,3.68,2.42,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-19",536983,320718,216265,20997,13226,5.96,3.56,2.4,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-18",515986,308003,207983,19329,13956,5.73,3.42,2.31,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-17",496657,296558,200099,19008,14579,5.51,3.29,2.22,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-16",477649,287032,190617,14251,14900,5.3,3.19,2.12,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-15",463398,280134,183264,6989,15541,5.15,3.11,2.03,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-14",456409,276272,180137,1893,15896,5.07,3.07,2,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-13",454516,275829,178687,10117,16316,5.05,3.06,1.98,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-12",444399,270629,173770,26106,16126,4.93,3,1.93,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-11",418293,262439,155854,23687,15310,4.64,2.91,1.73,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-10",394606,257389,137217,21257,14740,4.38,2.86,1.52,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-09",373349,253990,119359,18736,14187,4.15,2.82,1.33,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-08",354613,251216,103397,9477,13910,3.94,2.79,1.15,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-07",345136,249207,95929,4831,13186,3.83,2.77,1.07,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-06",340305,248641,91664,8789,12688,3.78,2.76,1.02,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-05",331516,245916,85600,20396,11950,3.68,2.73,0.95,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-04",311120,241904,69216,19693,11156,3.45,2.69,0.77,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-03",291427,239008,52419,17387,9706,3.24,2.65,0.58,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-02",274040,235842,38198,16794,8346,3.04,2.62,0.42,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-02-01",257246,232770,24476,4409,7149,2.86,2.58,0.27,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-31",252837,231327,21510,1346,6728,2.81,2.57,0.24,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-30",251491,230977,20514,3628,6711,2.79,2.56,0.23,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-29",247863,229668,18195,14833,6630,2.75,2.55,0.2,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-28",233030,224396,8634,9544,6162,2.59,2.49,0.1,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-27",223486,217315,6171,7865,7557,2.48,2.41,0.07,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-26",215621,209921,5700,8419,9749,2.39,2.33,0.06,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-25",207202,202387,4815,1459,12175,2.3,2.25,0.05,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-24",205743,201034,4709,1228,13567,2.28,2.23,0.05,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-23",204515,199808,4707,3061,14193,2.27,2.22,0.05,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-22",201454,196749,4705,11557,14700,2.24,2.18,0.05,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-21",189897,185773,4124,19307,15563,2.11,2.06,0.05,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-20",170590,166627,3963,23212,15122,1.89,1.85,0.04,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-19",147378,144694,2684,25400,13932,1.64,1.61,0.03,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-18",121978,120732,1246,11206,12337,1.35,1.34,0.01,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-17",110772,110405,367,5605,11530,1.23,1.23,0,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-16",105167,105154,13,6611,11042,1.17,1.17,0,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Austria","AUT","2021-01-15",98556,98553,3,17597,10722,1.09,1.09,0,"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD",445075000000,0
"Belgium","BEL","2021-03-18",1323086,903656,419430,35039,25780,11.42,7.8,3.62,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-17",1288047,874960,413087,31556,27997,11.11,7.55,3.56,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-16",1256491,849671,406820,34459,28451,10.84,7.33,3.51,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-15",1222032,818260,403772,27381,27445,10.54,7.06,3.48,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-14",1194651,794560,400091,1131,25904,10.31,6.86,3.45,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-13",1193520,794544,398976,9272,25952,10.3,6.86,3.44,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-12",1184248,787290,396958,41619,25819,10.22,6.79,3.43,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-11",1142629,758052,384577,50561,25915,9.86,6.54,3.32,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-10",1092068,716619,375449,34733,25422,9.42,6.18,3.24,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-09",1057335,690729,366606,27415,24591,9.12,5.96,3.16,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-08",1029920,670264,359656,16596,23985,8.89,5.78,3.1,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-07",1013324,655601,357723,1467,23508,8.74,5.66,3.09,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-06",1011857,654310,357547,8340,23416,8.73,5.65,3.09,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-05",1003517,646670,356847,42291,22835,8.66,5.58,3.08,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-04",961226,610348,350878,47113,21253,8.29,5.27,3.03,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-03",914113,571338,342775,28917,18994,7.89,4.93,2.96,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-02",885196,548339,336857,23174,18102,7.64,4.73,2.91,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-03-01",862022,531800,330222,13255,17590,7.44,4.59,2.85,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-28",848767,521225,327542,820,17480,7.32,4.5,2.83,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-27",847947,520626,327321,4278,17669,7.32,4.49,2.82,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-26",843669,517095,326574,31215,17886,7.28,4.46,2.82,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-25",812454,492447,320007,31299,17767,7.01,4.25,2.76,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-24",781155,469688,311467,22676,17212,6.74,4.05,2.69,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-23",758479,454979,303500,19585,16767,6.54,3.93,2.62,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-22",738894,442862,296032,12486,16026,6.38,3.82,2.55,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-21",726408,433173,293235,2146,16170,6.27,3.74,2.53,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-20",724262,431288,292974,5797,16137,6.25,3.72,2.53,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-19",718465,427062,291403,30380,16532,6.2,3.68,2.51,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-18",688085,409415,278670,27417,17048,5.94,3.53,2.4,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-17",660668,398428,262240,19557,18274,5.7,3.44,2.26,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-16",641111,391386,249725,14399,19082,5.53,3.38,2.15,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-15",626712,387365,239347,13492,20914,5.41,3.34,2.07,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-14",613220,385314,227906,1917,20422,5.29,3.32,1.97,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-13",611303,385241,226062,8565,20628,5.27,3.32,1.95,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-12",602738,384647,218091,33991,20326,5.2,3.32,1.88,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-11",568747,378051,190696,35999,19808,4.91,3.26,1.65,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-10",532748,370014,162734,25213,19449,4.6,3.19,1.4,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-09",507535,363355,144180,27224,20184,4.38,3.14,1.24,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-08",480311,355340,124971,10042,19694,4.14,3.07,1.08,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-07",470269,353024,117245,3364,19355,4.06,3.05,1.01,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-06",466905,352719,114186,6449,19003,4.03,3.04,0.99,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-05",460456,351480,108976,30364,18719,3.97,3.03,0.94,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-04",430092,343598,86494,33490,17360,3.71,2.96,0.75,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-03",396602,333745,62857,30357,15850,3.42,2.88,0.54,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-02",366245,323642,42603,23794,13862,3.16,2.79,0.37,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
"Belgium","BEL","2021-02-01",342451,313483,28968,7664,12260,2.95,2.7,0.25,"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",533097000000,0
