"country_name","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","country_name-2","iso_code-2","Indicator Name","Indicator Code","2019","2020"
"Canada","CAN","2021-01-08",260654,256601,4053,41208,22409,0.69,0.68,0.01,"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD",1736430000000,0
"Canada","CAN","2021-01-07",219446,217273,2173,36086,17409,0.58,0.58,0.01,"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD",1736430000000,0
"Switzerland","CHE","2021-03-17",1176875,744681,432194,54234,20214,13.6,8.6,4.99,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-16",1122641,716159,406482,12602,21795,12.97,8.27,4.7,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-15",1110039,710040,399999,11771,21589,12.83,8.2,4.62,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-14",1098268,704151,394117,36866,21309,12.69,8.14,4.55,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-13",1061402,682486,378916,1931,22078,12.26,7.89,4.38,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-12",1059471,681455,378016,11979,22030,12.24,7.87,4.37,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-11",1047492,674496,372996,12118,21740,12.1,7.79,4.31,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-10",1035374,666893,368481,65297,21801,11.96,7.71,4.26,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-09",970077,630249,339828,11158,20288,11.21,7.28,3.93,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-08",958919,623316,335603,9815,20305,11.08,7.2,3.88,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-07",949104,617305,331799,42248,20456,10.97,7.13,3.83,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-06",906856,597228,309628,1595,19572,10.48,6.9,3.58,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-05",905261,596122,309139,9947,19578,10.46,6.89,3.57,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-04",895314,590086,305228,12546,19522,10.34,6.82,3.53,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-03",882768,582887,299881,54708,19243,10.2,6.73,3.46,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-02",828060,558626,269434,11277,19160,9.57,6.45,3.11,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-03-01",816783,552475,264308,10870,19178,9.44,6.38,3.05,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-28",805913,546753,259160,36060,18941,9.31,6.32,2.99,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-27",769853,534851,235002,1636,18603,8.9,6.18,2.72,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-26",768217,534125,234092,9559,18746,8.88,6.17,2.7,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-25",758658,530934,227724,10593,19029,8.77,6.13,2.63,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-24",748065,527579,220486,54123,19488,8.64,6.1,2.55,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-23",693942,507937,186005,11402,18283,8.02,5.87,2.15,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-22",682540,503641,178899,9211,18466,7.89,5.82,2.07,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-21",673329,500499,172830,33700,18767,7.78,5.78,2,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-20",639629,485784,153845,2633,18978,7.39,5.61,1.78,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-19",636996,485184,151812,11541,18954,7.36,5.61,1.75,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-18",625455,480698,144757,13806,18980,7.23,5.55,1.67,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-17",611649,474489,137160,45690,18542,7.07,5.48,1.58,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-16",565959,451866,114093,12683,19117,6.54,5.22,1.32,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-15",553276,445639,107637,11314,18706,6.39,5.15,1.24,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Switzerland","CHE","2021-02-14",541962,440012,101950,35177,18406,6.26,5.08,1.18,"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",703082000000,0
"Chile","CHL","2021-03-20",8464110,5596657,2867453,32560,265926,44.28,29.28,15,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-19",8431550,5574528,2857022,289155,268442,44.11,29.16,14.95,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-18",8142395,5437485,2704910,330864,280401,42.59,28.44,14.15,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-17",7811531,5290644,2520887,365341,292451,40.86,27.68,13.19,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-16",7446190,5140178,2306012,408321,297349,38.95,26.89,12.06,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-15",7037869,4974482,2063387,428714,292674,36.82,26.02,10.79,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-14",6609155,4817353,1791802,6525,281398,34.57,25.2,9.37,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-13",6602630,4814655,1787975,50177,281597,34.54,25.19,9.35,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-12",6552453,4790458,1761995,372864,279269,34.28,25.06,9.22,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-11",6179589,4639903,1539686,415213,268443,32.33,24.27,8.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-10",5764376,4469215,1295161,399630,253391,30.15,23.38,6.78,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-09",5364746,4333797,1030949,375598,240774,28.06,22.67,5.39,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-08",4989148,4195091,794057,349781,211570,26.1,21.95,4.15,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-07",4639367,4058888,580479,7913,181210,24.27,21.23,3.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-06",4631454,4057823,573631,33885,180130,24.23,21.23,3,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-05",4597569,4048097,549472,297081,176719,24.05,21.18,2.87,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-04",4300488,3912170,388318,309849,145440,22.5,20.47,2.03,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-03",3990639,3767784,222855,311310,113441,20.88,19.71,1.17,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-02",3679329,3610268,69061,171172,81281,19.25,18.89,0.36,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-03-01",3508157,3451492,56665,137263,70279,18.35,18.06,0.3,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-28",3370894,3314629,56265,352,66108,17.63,17.34,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-27",3370542,3314277,56265,10007,66224,17.63,17.34,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-26",3360535,3304274,56261,78127,66169,17.58,17.29,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-25",3282408,3226264,56144,85856,75308,17.17,16.88,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-24",3196552,3140552,56000,86193,85215,16.72,16.43,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-23",3110359,3054531,55828,94154,99756,16.27,15.98,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-22",3016205,2960417,55788,108070,117735,15.78,15.49,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-21",2908135,2852368,55767,1164,140271,15.21,14.92,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-20",2906971,2851204,55767,9622,140742,15.21,14.92,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-19",2897349,2841582,55767,142097,143588,15.16,14.86,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-18",2755252,2699485,55767,155203,156063,14.41,14.12,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-17",2600049,2544282,55767,187984,170191,13.6,13.31,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-16",2412065,2356298,55767,220003,183449,12.62,12.33,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-15",2192062,2136305,55757,265822,189421,11.47,11.18,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-14",1926240,1870483,55757,4465,184760,10.08,9.78,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-13",1921775,1866018,55757,29541,185356,10.05,9.76,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-12",1892234,1836511,55723,229423,185118,9.9,9.61,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-11",1662811,1607295,55516,254096,176528,8.7,8.41,0.29,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-10",1408715,1356072,52643,280793,165393,7.37,7.09,0.28,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-09",1127922,1083607,44315,261807,149615,5.9,5.67,0.23,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-08",866115,841159,24956,233196,114099,4.53,4.4,0.13,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-07",632919,619730,13189,8635,80785,3.31,3.24,0.07,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-06",624284,611095,13189,27876,79551,3.27,3.2,0.07,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-05",596408,583224,13184,169293,75569,3.12,3.05,0.07,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-04",427115,414601,12514,176153,51385,2.23,2.17,0.07,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-03",250962,240556,10406,170345,26220,1.31,1.26,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-02",80617,70211,10406,13193,1890,0.42,0.37,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-02-01",67424,57024,10400,0,94,0.35,0.3,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-31",67424,57024,10400,0,296,0.35,0.3,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-30",67424,57024,10400,0,296,0.35,0.3,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-29",67424,57024,10400,5,296,0.35,0.3,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-28",67419,57024,10395,0,354,0.35,0.3,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-27",67419,57024,10395,35,792,0.35,0.3,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-26",67384,57023,10361,616,2117,0.35,0.3,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-25",66768,57002,9766,1417,4794,0.35,0.3,0.05,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-24",65351,56985,8366,0,6169,0.34,0.3,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-23",65351,56985,8366,0,6169,0.34,0.3,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-22",65351,56985,8366,412,6182,0.34,0.3,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-21",64939,56573,8366,3062,6613,0.34,0.3,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-20",61877,53511,8366,9309,7164,0.32,0.28,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-19",52568,44202,8366,19358,5981,0.27,0.23,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-18",33210,24846,8364,11045,3215,0.17,0.13,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-17",22165,13801,8364,0,1638,0.12,0.07,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-16",22165,13801,8364,90,1638,0.12,0.07,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-15",22075,13778,8297,3429,1625,0.12,0.07,0.04,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-14",18646,12821,5825,6914,1135,0.1,0.07,0.03,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Chile","CHL","2021-01-13",11732,10703,1029,1030,147,0.06,0.06,0.01,"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",282318000000,0
"Colombia","COL","2021-03-18",1076496,1022604,53892,52138,69613,2.12,2.01,0.11,"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",323616000000,0
"Colombia","COL","2021-03-17",1024358,971240,53118,48221,77730,2.01,1.91,0.1,"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",323616000000,0
"Colombia","COL","2021-03-16",976137,928927,47210,62176,87929,1.92,1.83,0.09,"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",323616000000,0
"Colombia","COL","2021-03-15",913961,868994,44967,70757,85412,1.8,1.71,0.09,"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",323616000000,0
"Colombia","COL","2021-03-14",843204,803656,39548,60903,78138,1.66,1.58,0.08,"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",323616000000,0
"Colombia","COL","2021-03-13",782301,749059,33242,88811,73127,1.54,1.47,0.07,"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",323616000000,0
"Colombia","COL","2021-03-12",693490,670041,23449,104282,64806,1.36,1.32,0.05,"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",323616000000,0
"Colombia","COL","2021-03-11",589208,580060,9148,108958,54676,1.16,1.14,0.02,"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",323616000000,0
"Cayman Islands","CYM","2021-03-19",39145,26321,12824,841,1024,59.56,40.05,19.51,"Cayman Islands","CYM","GDP (current US$)","NY.GDP.MKTP.CD",0,0
"Cayman Islands","CYM","2021-02-24",20468,12710,7758,530,535,31.14,19.34,11.8,"Cayman Islands","CYM","GDP (current US$)","NY.GDP.MKTP.CD",0,0
"Cayman Islands","CYM","2021-02-20",18159,10521,7638,874,340,27.63,16.01,11.62,"Cayman Islands","CYM","GDP (current US$)","NY.GDP.MKTP.CD",0,0
"Cayman Islands","CYM","2021-02-10",14086,8912,5174,477,479,21.43,13.56,7.87,"Cayman Islands","CYM","GDP (current US$)","NY.GDP.MKTP.CD",0,0
"Czechia","CZE","2021-03-20",1330675,973592,357083,15011,35781,12.43,9.09,3.33,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-19",1315664,960463,355201,44083,36201,12.29,8.97,3.32,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-18",1271581,928943,342638,48073,36507,11.87,8.67,3.2,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-17",1223508,892919,330589,46301,37045,11.43,8.34,3.09,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-16",1177207,856946,320261,47952,37173,10.99,8,2.99,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-15",1129255,819261,309994,36165,36247,10.54,7.65,2.89,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-14",1093090,791761,301329,12879,35885,10.21,7.39,2.81,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-13",1080211,779986,300225,17952,35703,10.09,7.28,2.8,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-12",1062259,763296,298963,46227,34872,9.92,7.13,2.79,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-11",1016032,725335,290697,51842,33002,9.49,6.77,2.71,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-10",964190,681590,282600,47197,30824,9,6.36,2.64,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-09",916993,641236,275757,41467,28959,8.56,5.99,2.58,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-08",875526,606043,269483,33633,27325,8.18,5.66,2.52,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-07",841893,577092,264801,11601,25707,7.86,5.39,2.47,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-06",830292,566312,263980,12136,24458,7.75,5.29,2.47,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-05",818156,555005,263151,33141,23217,7.64,5.18,2.46,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-04",785015,527163,257852,36592,21499,7.33,4.92,2.41,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-03",748423,495121,253302,34143,19575,6.99,4.62,2.37,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-02",714280,465368,248912,30031,17502,6.67,4.35,2.32,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-03-01",684249,438822,245427,22307,16002,6.39,4.1,2.29,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-28",661942,419821,242121,2854,15087,6.18,3.92,2.26,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-27",659088,417505,241583,3450,14967,6.15,3.9,2.26,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-26",655638,414599,241039,21113,14913,6.12,3.87,2.25,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-25",634525,398716,235809,23124,14593,5.93,3.72,2.2,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-24",611401,381080,230321,19638,14155,5.71,3.56,2.15,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-23",591763,367383,224380,19531,13890,5.53,3.43,2.1,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-22",572232,354729,217503,15898,13590,5.34,3.31,2.03,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-21",556334,344792,211542,2017,13546,5.2,3.22,1.98,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-20",554317,343778,210539,3067,13593,5.18,3.21,1.97,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-19",551250,341873,209377,18875,13801,5.15,3.19,1.96,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-18",532375,330190,202185,20060,14140,4.97,3.08,1.89,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-17",512315,318012,194303,17779,14436,4.78,2.97,1.81,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-16",494536,308435,186101,17437,14549,4.62,2.88,1.74,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-15",477099,299881,177218,15590,14465,4.46,2.8,1.65,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-14",461509,293572,167937,2344,14425,4.31,2.74,1.57,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-13",459165,292594,166571,4520,14562,4.29,2.73,1.56,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-12",454645,291023,163622,21250,14367,4.25,2.72,1.53,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-11",433395,284356,149039,22131,13614,4.05,2.66,1.39,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-10",411264,278165,133099,18570,12989,3.84,2.6,1.24,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-09",392694,272664,120030,16852,12525,3.67,2.55,1.12,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-08",375842,267640,108202,15306,12153,3.51,2.5,1.01,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-07",360536,263642,96894,3307,11633,3.37,2.46,0.9,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-06",357229,262799,94430,3156,11423,3.34,2.45,0.88,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-05",354073,261967,92106,15979,11229,3.31,2.45,0.86,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-04",338094,256567,81527,17756,10939,3.16,2.4,0.76,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-03",320338,251697,68641,15321,10276,2.99,2.35,0.64,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-02",305017,247317,57700,14248,10005,2.85,2.31,0.54,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
"Czechia","CZE","2021-02-01",290769,243214,47555,11664,10032,2.72,2.27,0.44,"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD",250681000000,0
