country_name,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
England,OWID_ENG,2021-03-08,20020354.0,19199233.0,821121.0,207536.0,290629.0,35.57,34.11,1.46
England,OWID_ENG,2021-03-09,20248632.0,19380360.0,868272.0,228278.0,293388.0,35.97,34.43,1.54
England,OWID_ENG,2021-03-10,20526312.0,19587080.0,939232.0,277680.0,293770.0,36.47,34.8,1.67
England,OWID_ENG,2021-03-11,20807385.0,19798473.0,1008912.0,281073.0,281719.0,36.97,35.17,1.79
England,OWID_ENG,2021-03-12,21187615.0,20111189.0,1076426.0,380230.0,275621.0,37.64,35.73,1.91
England,OWID_ENG,2021-03-13,21683887.0,20568821.0,1115066.0,496272.0,288616.0,38.52,36.54,1.98
England,OWID_ENG,2021-03-14,21921282.0,20791838.0,1129444.0,237395.0,301209.0,38.95,36.94,2.01
England,OWID_ENG,2021-03-15,22284040.0,21122514.0,1161526.0,362758.0,323384.0,39.59,37.53,2.06
England,OWID_ENG,2021-03-16,22717791.0,21493356.0,1224435.0,433751.0,352737.0,40.36,38.19,2.18
England,OWID_ENG,2021-03-17,23201466.0,21886125.0,1315341.0,483675.0,382165.0,41.22,38.88,2.34
England,OWID_ENG,2021-03-18,23757540.0,22337590.0,1419950.0,556074.0,421451.0,42.21,39.69,2.52
England,OWID_ENG,2021-03-19,24393759.0,22873079.0,1520680.0,636219.0,458021.0,43.34,40.64,2.7
Estonia,EST,2021-01-28,31629.0,25415.0,6214.0,2035.0,1378.0,2.38,1.92,0.47
Estonia,EST,2021-01-29,34019.0,26412.0,7607.0,2390.0,1403.0,2.56,1.99,0.57
Estonia,EST,2021-01-30,37230.0,27633.0,9597.0,3211.0,1647.0,2.81,2.08,0.72
Estonia,EST,2021-01-31,38055.0,27900.0,10155.0,825.0,1727.0,2.87,2.1,0.77
Estonia,EST,2021-02-01,38594.0,28186.0,10408.0,539.0,1781.0,2.91,2.12,0.78
Estonia,EST,2021-02-02,40217.0,28907.0,11310.0,1623.0,1862.0,3.03,2.18,0.85
Estonia,EST,2021-02-03,43000.0,30158.0,12842.0,2783.0,1915.0,3.24,2.27,0.97
Estonia,EST,2021-02-04,46194.0,31864.0,14330.0,3194.0,2081.0,3.48,2.4,1.08
Estonia,EST,2021-02-05,49798.0,33927.0,15871.0,3604.0,2254.0,3.75,2.56,1.2
Estonia,EST,2021-02-06,52868.0,35492.0,17376.0,3070.0,2234.0,3.99,2.68,1.31
Estonia,EST,2021-02-07,53424.0,35905.0,17519.0,556.0,2196.0,4.03,2.71,1.32
Estonia,EST,2021-02-08,53481.0,35917.0,17564.0,57.0,2127.0,4.03,2.71,1.32
Estonia,EST,2021-02-11,61757.0,41731.0,20026.0,3496.0,2223.0,4.66,3.15,1.51
Estonia,EST,2021-02-12,65798.0,44486.0,21312.0,4041.0,2286.0,4.96,3.35,1.61
Estonia,EST,2021-02-13,68146.0,46020.0,22126.0,2348.0,2183.0,5.14,3.47,1.67
Estonia,EST,2021-02-14,68436.0,46152.0,22284.0,290.0,2145.0,5.16,3.48,1.68
Estonia,EST,2021-02-15,68497.0,46154.0,22343.0,61.0,2145.0,5.16,3.48,1.68
Estonia,EST,2021-02-16,69313.0,46740.0,22573.0,816.0,1920.0,5.23,3.52,1.7
Estonia,EST,2021-02-17,71722.0,48573.0,23149.0,2409.0,1923.0,5.41,3.66,1.75
Estonia,EST,2021-02-18,76075.0,52263.0,23812.0,4353.0,2045.0,5.73,3.94,1.8
Estonia,EST,2021-02-19,82370.0,57543.0,24827.0,6295.0,2367.0,6.21,4.34,1.87
Estonia,EST,2021-02-20,87147.0,61316.0,25831.0,4777.0,2714.0,6.57,4.62,1.95
Estonia,EST,2021-02-21,87957.0,61904.0,26053.0,810.0,2789.0,6.63,4.67,1.96
Estonia,EST,2021-02-22,88790.0,62415.0,26375.0,833.0,2899.0,6.69,4.71,1.99
Estonia,EST,2021-02-23,91785.0,64508.0,27277.0,2995.0,3210.0,6.92,4.86,2.06
Estonia,EST,2021-02-24,96515.0,68297.0,28218.0,4730.0,3542.0,7.28,5.15,2.13
Estonia,EST,2021-02-25,96980.0,68629.0,28351.0,465.0,2986.0,7.31,5.17,2.14
Estonia,EST,2021-03-02,116276.0,81209.0,35067.0,3467.0,3499.0,8.77,6.12,2.64
Estonia,EST,2021-03-05,134504.0,92270.0,42234.0,7656.0,4356.0,10.14,6.96,3.18
Estonia,EST,2021-03-10,155175.0,109865.0,45310.0,5095.0,4802.0,11.7,8.28,3.42
Estonia,EST,2021-03-11,161693.0,113898.0,47795.0,6518.0,4978.0,12.19,8.59,3.6
Estonia,EST,2021-03-14,185912.0,133263.0,52649.0,5512.0,5788.0,14.01,10.05,3.97
Estonia,EST,2021-03-15,191207.0,138543.0,52664.0,5295.0,6210.0,14.41,10.44,3.97
Estonia,EST,2021-03-16,194844.0,141912.0,52932.0,3637.0,6395.0,14.69,10.7,3.99
Estonia,EST,2021-03-17,199394.0,145665.0,53729.0,4550.0,6317.0,15.03,10.98,4.05
Estonia,EST,2021-03-18,204831.0,150844.0,53987.0,5437.0,6163.0,15.44,11.37,4.07
Estonia,EST,2021-03-19,212261.0,157489.0,54772.0,7430.0,5888.0,16.0,11.87,4.13
Estonia,EST,2021-03-20,220882.0,163936.0,56946.0,8621.0,5783.0,16.65,12.36,4.29
Faeroe Islands,FRO,2021-02-24,6713.0,4190.0,2523.0,454.0,164.0,13.74,8.57,5.16
Faeroe Islands,FRO,2021-03-04,7394.0,4238.0,3156.0,353.0,91.0,15.13,8.67,6.46
Faeroe Islands,FRO,2021-03-05,7563.0,4251.0,3312.0,169.0,108.0,15.48,8.7,6.78
Faeroe Islands,FRO,2021-03-06,7925.0,4251.0,3674.0,362.0,153.0,16.22,8.7,7.52
Faeroe Islands,FRO,2021-03-17,9170.0,5173.0,3997.0,203.0,103.0,18.77,10.59,8.18
Faeroe Islands,FRO,2021-03-18,9342.0,5309.0,4033.0,172.0,100.0,19.12,10.86,8.25
Finland,FIN,2021-01-26,117007.0,110047.0,6960.0,6356.0,8740.0,2.11,1.99,0.13
Finland,FIN,2021-01-27,126910.0,117555.0,9355.0,9903.0,9264.0,2.29,2.12,0.17
Finland,FIN,2021-01-28,138323.0,127783.0,10540.0,11413.0,8575.0,2.5,2.31,0.19
Finland,FIN,2021-01-29,151790.0,137551.0,14239.0,13467.0,8647.0,2.74,2.48,0.26
Finland,FIN,2021-01-30,162277.0,144520.0,17757.0,10487.0,9222.0,2.93,2.61,0.32
Finland,FIN,2021-02-02,163973.0,145770.0,18203.0,213.0,6709.0,2.96,2.63,0.33
Finland,FIN,2021-02-03,173372.0,149951.0,23421.0,9399.0,6637.0,3.13,2.71,0.42
Finland,FIN,2021-02-04,193917.0,159624.0,34293.0,20545.0,7942.0,3.5,2.88,0.62
Finland,FIN,2021-02-05,207303.0,164636.0,42667.0,13386.0,7930.0,3.74,2.97,0.77
Finland,FIN,2021-02-06,217844.0,169194.0,48650.0,10541.0,7938.0,3.93,3.05,0.88
Finland,FIN,2021-02-07,220116.0,170335.0,49781.0,2272.0,8157.0,3.97,3.07,0.9
Finland,FIN,2021-02-08,220636.0,170641.0,49995.0,520.0,8125.0,3.98,3.08,0.9
Finland,FIN,2021-02-09,227427.0,173558.0,53869.0,6791.0,9065.0,4.1,3.13,0.97
Finland,FIN,2021-02-10,233775.0,178005.0,55770.0,6348.0,8629.0,4.22,3.21,1.01
Finland,FIN,2021-02-11,247536.0,187384.0,60152.0,13761.0,7660.0,4.47,3.38,1.09
Finland,FIN,2021-02-12,261342.0,197540.0,63802.0,13806.0,7720.0,4.72,3.57,1.15
Finland,FIN,2021-02-13,273115.0,206283.0,66832.0,11773.0,7896.0,4.93,3.72,1.21
Finland,FIN,2021-02-14,276469.0,209510.0,66959.0,3354.0,8050.0,4.99,3.78,1.21
Finland,FIN,2021-02-15,277186.0,210194.0,66992.0,717.0,8079.0,5.0,3.79,1.21
Finland,FIN,2021-02-16,283926.0,216463.0,67463.0,6740.0,8071.0,5.12,3.91,1.22
Finland,FIN,2021-02-17,298189.0,229558.0,68631.0,14263.0,9202.0,5.38,4.14,1.24
Finland,FIN,2021-02-18,314100.0,243973.0,70127.0,15911.0,9509.0,5.67,4.4,1.27
Finland,FIN,2021-02-19,333631.0,262145.0,71486.0,19531.0,10327.0,6.02,4.73,1.29
Finland,FIN,2021-02-20,349139.0,276280.0,72859.0,15508.0,10861.0,6.3,4.99,1.31
Finland,FIN,2021-02-21,363938.0,287998.0,75940.0,14799.0,12496.0,6.57,5.2,1.37
Finland,FIN,2021-02-25,396861.0,319559.0,77302.0,19420.0,11823.0,7.16,5.77,1.4
Finland,FIN,2021-02-26,426806.0,347082.0,79724.0,29945.0,13311.0,7.7,6.26,1.44
Finland,FIN,2021-02-27,442671.0,361744.0,80927.0,15865.0,13362.0,7.99,6.53,1.46
Finland,FIN,2021-02-28,451999.0,370874.0,81125.0,9328.0,12580.0,8.16,6.69,1.46
Finland,FIN,2021-03-01,466538.0,384476.0,82062.0,14539.0,14014.0,8.42,6.94,1.48
Finland,FIN,2021-03-04,509187.0,425545.0,83642.0,21568.0,16047.0,9.19,7.68,1.51
Finland,FIN,2021-03-05,532902.0,448680.0,84222.0,23715.0,15157.0,9.62,8.1,1.52
Finland,FIN,2021-03-06,565456.0,480647.0,84809.0,32554.0,17541.0,10.21,8.67,1.53
Finland,FIN,2021-03-09,575749.0,490735.0,85014.0,9362.0,14096.0,10.39,8.86,1.53
Finland,FIN,2021-03-10,600476.0,515218.0,85258.0,24727.0,16122.0,10.84,9.3,1.54
Finland,FIN,2021-03-11,625039.0,539618.0,85421.0,24563.0,16550.0,11.28,9.74,1.54
Finland,FIN,2021-03-12,651289.0,565463.0,85826.0,26250.0,16912.0,11.75,10.21,1.55
Finland,FIN,2021-03-13,674128.0,587848.0,86280.0,22839.0,15525.0,12.17,10.61,1.56
Finland,FIN,2021-03-14,682945.0,596638.0,86307.0,8817.0,16718.0,12.33,10.77,1.56
Finland,FIN,2021-03-15,683782.0,597471.0,86311.0,837.0,16771.0,12.34,10.78,1.56
Finland,FIN,2021-03-16,697411.0,610873.0,86538.0,13629.0,17380.0,12.59,11.03,1.56
Finland,FIN,2021-03-17,723154.0,636349.0,86805.0,25743.0,17525.0,13.05,11.48,1.57
Finland,FIN,2021-03-18,758780.0,671647.0,87133.0,35626.0,19106.0,13.69,12.12,1.57
Finland,FIN,2021-03-19,788536.0,701203.0,87333.0,29756.0,19607.0,14.23,12.66,1.58
Finland,FIN,2021-03-20,812039.0,724524.0,87515.0,23503.0,19702.0,14.66,13.08,1.58
France,FRA,2021-01-26,1171264.0,1165852.0,5412.0,96219.0,83647.0,1.72,1.71,0.01
France,FRA,2021-01-27,1274711.0,1262972.0,11739.0,103447.0,80820.0,1.87,1.85,0.02
France,FRA,2021-01-28,1396881.0,1372680.0,24201.0,122170.0,78072.0,2.05,2.01,0.04
France,FRA,2021-01-29,1494643.0,1453325.0,41318.0,97762.0,76418.0,2.19,2.13,0.06
France,FRA,2021-01-30,1525377.0,1479909.0,45468.0,30734.0,75747.0,2.24,2.17,0.07
France,FRA,2021-01-31,1533630.0,1486493.0,47137.0,8253.0,75666.0,2.25,2.18,0.07
France,FRA,2021-02-01,1609072.0,1541079.0,67993.0,75442.0,76290.0,2.36,2.26,0.1
France,FRA,2021-02-02,1717385.0,1615088.0,102297.0,108313.0,78017.0,2.52,2.37,0.15
France,FRA,2021-02-03,1825982.0,1687026.0,138956.0,108597.0,78753.0,2.68,2.48,0.2
France,FRA,2021-02-04,1962126.0,1772602.0,189524.0,136144.0,80749.0,2.88,2.6,0.28
France,FRA,2021-02-05,2077037.0,1843763.0,233274.0,114911.0,83199.0,3.05,2.71,0.34
France,FRA,2021-02-06,2109641.0,1866091.0,243550.0,32604.0,83466.0,3.1,2.74,0.36
France,FRA,2021-02-07,2120218.0,1871604.0,248614.0,10577.0,83798.0,3.11,2.75,0.36
France,FRA,2021-02-08,2216826.0,1922706.0,294120.0,96608.0,86822.0,3.25,2.82,0.43
France,FRA,2021-02-09,2356862.0,1990860.0,366002.0,140036.0,91354.0,3.46,2.92,0.54
France,FRA,2021-02-10,2502935.0,2060675.0,442260.0,146073.0,96708.0,3.67,3.02,0.65
France,FRA,2021-02-11,2686925.0,2146212.0,540713.0,183990.0,103543.0,3.94,3.15,0.79
France,FRA,2021-02-12,2839817.0,2225321.0,614496.0,152892.0,108969.0,4.17,3.27,0.9
France,FRA,2021-02-13,2883456.0,2249685.0,633771.0,43639.0,110545.0,4.23,3.3,0.93
France,FRA,2021-02-14,2896472.0,2255597.0,640875.0,13016.0,110893.0,4.25,3.31,0.94
France,FRA,2021-02-15,3014973.0,2298086.0,716887.0,118501.0,114021.0,4.42,3.37,1.05
France,FRA,2021-02-16,3174936.0,2357946.0,816990.0,159963.0,116868.0,4.66,3.46,1.2
France,FRA,2021-02-17,3329201.0,2409831.0,919370.0,154265.0,118038.0,4.89,3.54,1.35
France,FRA,2021-02-18,3514014.0,2476748.0,1037266.0,184813.0,118156.0,5.16,3.63,1.52
France,FRA,2021-02-19,3668121.0,2540702.0,1127419.0,154107.0,118329.0,5.38,3.73,1.65
France,FRA,2021-02-20,3716619.0,2560982.0,1155637.0,48498.0,119023.0,5.45,3.76,1.7
France,FRA,2021-02-21,3726513.0,2564530.0,1161983.0,9894.0,118577.0,5.47,3.76,1.71
France,FRA,2021-02-22,3838375.0,2603702.0,1234673.0,111862.0,117629.0,5.63,3.82,1.81
France,FRA,2021-02-23,3974739.0,2656447.0,1318292.0,136364.0,114258.0,5.83,3.9,1.93
France,FRA,2021-02-24,4111784.0,2712800.0,1398984.0,137045.0,111798.0,6.03,3.98,2.05
France,FRA,2021-02-25,4298573.0,2808490.0,1490083.0,186789.0,112080.0,6.31,4.12,2.19
France,FRA,2021-02-26,4478500.0,2917925.0,1560575.0,179927.0,115768.0,6.57,4.28,2.29
France,FRA,2021-02-27,4550370.0,2967937.0,1582433.0,71870.0,119107.0,6.68,4.36,2.32
France,FRA,2021-02-28,4560861.0,2974019.0,1586842.0,10491.0,119193.0,6.69,4.36,2.33
France,FRA,2021-03-01,4675887.0,3036605.0,1639282.0,115026.0,119645.0,6.86,4.46,2.41
France,FRA,2021-03-02,4839444.0,3133478.0,1705966.0,163557.0,123529.0,7.1,4.6,2.5
France,FRA,2021-03-03,5016763.0,3245517.0,1771246.0,177319.0,129283.0,7.36,4.76,2.6
France,FRA,2021-03-04,5232095.0,3392269.0,1839826.0,215332.0,133360.0,7.68,4.98,2.7
France,FRA,2021-03-05,5484624.0,3581812.0,1902812.0,252529.0,143732.0,8.05,5.26,2.79
France,FRA,2021-03-06,5692974.0,3772579.0,1920395.0,208350.0,163229.0,8.35,5.54,2.82
France,FRA,2021-03-07,5807779.0,3881967.0,1925812.0,114805.0,178131.0,8.52,5.7,2.83
France,FRA,2021-03-08,5972593.0,3996329.0,1976264.0,164814.0,185244.0,8.76,5.86,2.9
France,FRA,2021-03-09,6197209.0,4164418.0,2032791.0,224616.0,193966.0,9.09,6.11,2.98
France,FRA,2021-03-10,6427037.0,4337343.0,2089694.0,229828.0,201468.0,9.43,6.36,3.07
France,FRA,2021-03-11,6722229.0,4569849.0,2152380.0,295192.0,212876.0,9.86,6.71,3.16
France,FRA,2021-03-12,7058746.0,4853278.0,2205468.0,336517.0,224875.0,10.36,7.12,3.24
France,FRA,2021-03-13,7292852.0,5072244.0,2220608.0,234106.0,228554.0,10.7,7.44,3.26
France,FRA,2021-03-14,7359596.0,5135616.0,2223980.0,66744.0,221688.0,10.8,7.54,3.26
France,FRA,2021-03-15,7552120.0,5295735.0,2256385.0,192524.0,225647.0,11.08,7.77,3.31
Germany,DEU,2021-01-14,1000746.0,1000632.0,114.0,100221.0,71163.0,1.19,1.19,0.0
Germany,DEU,2021-01-15,1093571.0,1093029.0,542.0,92825.0,75788.0,1.31,1.3,0.0
Germany,DEU,2021-01-16,1150668.0,1149729.0,939.0,57097.0,75757.0,1.37,1.37,0.0
Germany,DEU,2021-01-17,1195318.0,1180625.0,14693.0,44650.0,77381.0,1.43,1.41,0.02
Germany,DEU,2021-01-18,1269775.0,1238710.0,31065.0,74457.0,78630.0,1.52,1.48,0.04
Germany,DEU,2021-01-19,1365170.0,1306876.0,58294.0,95395.0,80532.0,1.63,1.56,0.07
Germany,DEU,2021-01-20,1494108.0,1385160.0,108948.0,128938.0,84798.0,1.78,1.65,0.13
Germany,DEU,2021-01-21,1590236.0,1445853.0,144383.0,96128.0,84213.0,1.9,1.73,0.17
Germany,DEU,2021-01-22,1705835.0,1530096.0,175739.0,115599.0,87466.0,2.04,1.83,0.21
Germany,DEU,2021-01-23,1798871.0,1579136.0,219735.0,93036.0,92600.0,2.15,1.88,0.26
Germany,DEU,2021-01-24,1865171.0,1617348.0,247823.0,66300.0,95693.0,2.23,1.93,0.3
Germany,DEU,2021-01-25,1963124.0,1675538.0,287586.0,97953.0,99050.0,2.34,2.0,0.34
Germany,DEU,2021-01-26,2065911.0,1728726.0,337185.0,102787.0,100106.0,2.47,2.06,0.4
Germany,DEU,2021-01-27,2179439.0,1782783.0,396656.0,113528.0,97904.0,2.6,2.13,0.47
Germany,DEU,2021-01-28,2280128.0,1834531.0,445597.0,100689.0,98556.0,2.72,2.19,0.53
Germany,DEU,2021-01-29,2389943.0,1890591.0,499352.0,109815.0,97730.0,2.85,2.26,0.6
Germany,DEU,2021-01-30,2478119.0,1930180.0,547939.0,88176.0,97035.0,2.96,2.3,0.65
Germany,DEU,2021-01-31,2540827.0,1961505.0,579322.0,62708.0,96522.0,3.03,2.34,0.69
Germany,DEU,2021-02-01,2656781.0,2011597.0,645184.0,115954.0,99094.0,3.17,2.4,0.77
Germany,DEU,2021-02-02,2784463.0,2069524.0,714939.0,127682.0,102650.0,3.32,2.47,0.85
Germany,DEU,2021-02-03,2927742.0,2127621.0,800121.0,143279.0,106900.0,3.49,2.54,0.95
Germany,DEU,2021-02-04,3063658.0,2190799.0,872859.0,135916.0,111933.0,3.66,2.61,1.04
Germany,DEU,2021-02-05,3197451.0,2250717.0,946734.0,133793.0,115358.0,3.82,2.69,1.13
Germany,DEU,2021-02-06,3302102.0,2299985.0,1002117.0,104651.0,117712.0,3.94,2.75,1.2
Germany,DEU,2021-02-07,3362152.0,2333493.0,1028659.0,60050.0,117332.0,4.01,2.79,1.23
Germany,DEU,2021-02-08,3468622.0,2388344.0,1080278.0,106470.0,115977.0,4.14,2.85,1.29
Germany,DEU,2021-02-09,3593535.0,2448056.0,1145479.0,124913.0,115582.0,4.29,2.92,1.37
Germany,DEU,2021-02-10,3744114.0,2523373.0,1220741.0,150579.0,116625.0,4.47,3.01,1.46
Germany,DEU,2021-02-11,3888174.0,2594863.0,1293311.0,144060.0,117788.0,4.64,3.1,1.54
Germany,DEU,2021-02-12,4047069.0,2675186.0,1371883.0,158895.0,121374.0,4.83,3.19,1.64
Germany,DEU,2021-02-13,4157456.0,2738860.0,1418596.0,110387.0,122193.0,4.96,3.27,1.69
Germany,DEU,2021-02-14,4224242.0,2778662.0,1445580.0,66786.0,123156.0,5.04,3.32,1.73
Germany,DEU,2021-02-15,4351133.0,2849512.0,1501621.0,126891.0,126073.0,5.19,3.4,1.79
Germany,DEU,2021-02-16,4487527.0,2931117.0,1556410.0,136394.0,127713.0,5.36,3.5,1.86
Germany,DEU,2021-02-17,4637084.0,3025912.0,1611172.0,149557.0,127567.0,5.53,3.61,1.92
Germany,DEU,2021-02-18,4783315.0,3119631.0,1663684.0,146231.0,127877.0,5.71,3.72,1.99
Germany,DEU,2021-02-19,4934144.0,3216957.0,1717187.0,150829.0,126725.0,5.89,3.84,2.05
Germany,DEU,2021-02-20,5046832.0,3291978.0,1754854.0,112688.0,127054.0,6.02,3.93,2.09
Germany,DEU,2021-02-21,5132392.0,3348600.0,1783792.0,85560.0,129736.0,6.13,4.0,2.13
Germany,DEU,2021-02-22,5284641.0,3447874.0,1836767.0,152249.0,133358.0,6.31,4.12,2.19
Germany,DEU,2021-02-23,5445050.0,3552488.0,1892562.0,160409.0,136789.0,6.5,4.24,2.26
Germany,DEU,2021-02-24,5620154.0,3669605.0,1950549.0,175104.0,140439.0,6.71,4.38,2.33
Germany,DEU,2021-02-25,5800304.0,3797084.0,2003220.0,180150.0,145284.0,6.92,4.53,2.39
Germany,DEU,2021-02-26,5996022.0,3933958.0,2062064.0,195718.0,151697.0,7.16,4.7,2.46
Germany,DEU,2021-02-27,6142835.0,4041909.0,2100926.0,146813.0,156572.0,7.33,4.82,2.51
Germany,DEU,2021-02-28,6256750.0,4127822.0,2128928.0,113915.0,160623.0,7.47,4.93,2.54
Germany,DEU,2021-03-01,6448452.0,4269268.0,2179184.0,191702.0,166259.0,7.7,5.1,2.6
Germany,DEU,2021-03-02,6665542.0,4430680.0,2234862.0,217090.0,174356.0,7.96,5.29,2.67
Germany,DEU,2021-03-03,6906337.0,4604207.0,2302130.0,240795.0,183740.0,8.24,5.5,2.75
Germany,DEU,2021-03-04,7145955.0,4781089.0,2364866.0,239618.0,192236.0,8.53,5.71,2.82
Germany,DEU,2021-03-05,7397137.0,4968894.0,2428243.0,251182.0,200159.0,8.83,5.93,2.9
Germany,DEU,2021-03-06,7591071.0,5115575.0,2475496.0,193934.0,206891.0,9.06,6.11,2.95
Germany,DEU,2021-03-07,7739262.0,5229222.0,2510040.0,148191.0,211787.0,9.24,6.24,3.0
Germany,DEU,2021-03-08,7970832.0,5407500.0,2563332.0,231570.0,217483.0,9.51,6.45,3.06
Germany,DEU,2021-03-09,8218371.0,5599993.0,2618378.0,247539.0,221833.0,9.81,6.68,3.13
Germany,DEU,2021-03-10,8496666.0,5810764.0,2685902.0,278295.0,227190.0,10.14,6.94,3.21
Germany,DEU,2021-03-11,8783659.0,6034873.0,2748786.0,286993.0,233958.0,10.48,7.2,3.28
Germany,DEU,2021-03-12,9081511.0,6263355.0,2818156.0,297852.0,240625.0,10.84,7.48,3.36
Germany,DEU,2021-03-13,9316687.0,6450294.0,2866393.0,235176.0,246517.0,11.12,7.7,3.42
Germany,DEU,2021-03-14,9481386.0,6579751.0,2901635.0,164699.0,248875.0,11.32,7.85,3.46
Germany,DEU,2021-03-15,9713235.0,6754499.0,2958736.0,231849.0,248915.0,11.59,8.06,3.53
Germany,DEU,2021-03-16,9889768.0,6865155.0,3024613.0,176533.0,238771.0,11.8,8.19,3.61
Germany,DEU,2021-03-17,10085383.0,6984209.0,3101174.0,195615.0,226960.0,12.04,8.34,3.7
Germany,DEU,2021-03-18,10272858.0,7098643.0,3174215.0,187475.0,212743.0,12.26,8.47,3.79
Germany,DEU,2021-03-19,10473852.0,7227867.0,3245985.0,200994.0,198906.0,12.5,8.63,3.87
Gibraltar,GIB,2021-01-31,13286.0,12886.0,400.0,420.0,421.0,39.43,38.25,1.19
Gibraltar,GIB,2021-02-01,14299.0,12974.0,1325.0,1013.0,537.0,42.44,38.51,3.93
Gibraltar,GIB,2021-02-02,15391.0,13071.0,2320.0,1092.0,617.0,45.68,38.8,6.89
Gibraltar,GIB,2021-02-03,16177.0,13166.0,3011.0,786.0,653.0,48.02,39.08,8.94
Gibraltar,GIB,2021-02-04,17189.0,13246.0,3943.0,1012.0,694.0,51.02,39.32,11.7
Gibraltar,GIB,2021-02-05,18274.0,13398.0,4876.0,1085.0,773.0,54.24,39.77,14.47
Gibraltar,GIB,2021-02-06,19072.0,13499.0,5573.0,798.0,887.0,56.61,40.07,16.54
Gibraltar,GIB,2021-02-07,19072.0,13499.0,5573.0,0.0,827.0,56.61,40.07,16.54
Gibraltar,GIB,2021-02-08,20044.0,13904.0,6140.0,972.0,821.0,59.49,41.27,18.22
Gibraltar,GIB,2021-02-09,21021.0,14302.0,6719.0,977.0,804.0,62.39,42.45,19.94
Gibraltar,GIB,2021-02-10,21999.0,15262.0,6737.0,978.0,832.0,65.3,45.3,20.0
Gibraltar,GIB,2021-02-11,23103.0,15436.0,7667.0,1104.0,845.0,68.57,45.82,22.76
Gibraltar,GIB,2021-02-12,24195.0,15600.0,8595.0,1092.0,846.0,71.81,46.3,25.51
Gibraltar,GIB,2021-02-13,25287.0,15765.0,9522.0,1092.0,888.0,75.06,46.79,28.26
Gibraltar,GIB,2021-02-14,25941.0,15888.0,10053.0,654.0,981.0,77.0,47.16,29.84
Gibraltar,GIB,2021-02-15,26379.0,16135.0,10244.0,438.0,905.0,78.3,47.89,30.41
Gibraltar,GIB,2021-02-16,27033.0,16261.0,10772.0,654.0,859.0,80.24,48.27,31.97
Gibraltar,GIB,2021-02-17,27687.0,16384.0,11303.0,654.0,813.0,82.18,48.63,33.55
Gibraltar,GIB,2021-02-18,28778.0,16725.0,12053.0,1091.0,811.0,85.42,49.64,35.78
Gibraltar,GIB,2021-02-19,29334.0,16761.0,12573.0,556.0,734.0,87.07,49.75,37.32
Gibraltar,GIB,2021-02-20,29334.0,16761.0,12573.0,0.0,578.0,87.07,49.75,37.32
Gibraltar,GIB,2021-02-21,30432.0,17826.0,12606.0,1098.0,642.0,90.33,52.91,37.42
Gibraltar,GIB,2021-02-22,31631.0,18902.0,12729.0,1199.0,750.0,93.89,56.1,37.78
Gibraltar,GIB,2021-02-23,32705.0,19859.0,12846.0,1074.0,810.0,97.07,58.94,38.13
Gibraltar,GIB,2021-02-24,33371.0,20443.0,12928.0,666.0,812.0,99.05,60.68,38.37
Gibraltar,GIB,2021-02-25,34600.0,21591.0,13009.0,1229.0,832.0,102.7,64.09,38.61
Gibraltar,GIB,2021-02-26,35890.0,22712.0,13178.0,1290.0,937.0,106.53,67.41,39.11
Gibraltar,GIB,2021-02-27,36808.0,23518.0,13290.0,918.0,1068.0,109.25,69.8,39.45
Gibraltar,GIB,2021-02-28,36808.0,23518.0,13290.0,0.0,911.0,109.25,69.8,39.45
Gibraltar,GIB,2021-03-03,39322.0,25221.0,14101.0,1266.0,850.0,116.71,74.86,41.85
Gibraltar,GIB,2021-03-04,40652.0,25629.0,15023.0,1330.0,865.0,120.66,76.07,44.59
Gibraltar,GIB,2021-03-05,41318.0,26163.0,15155.0,666.0,775.0,122.64,77.66,44.98
Gibraltar,GIB,2021-03-06,42548.0,27145.0,15403.0,1230.0,820.0,126.29,80.57,45.72
Gibraltar,GIB,2021-03-07,43712.0,28140.0,15572.0,1164.0,986.0,129.74,83.52,46.22
Gibraltar,GIB,2021-03-08,43712.0,28140.0,15572.0,0.0,897.0,129.74,83.52,46.22
Gibraltar,GIB,2021-03-09,44240.0,28431.0,15809.0,528.0,883.0,131.31,84.39,46.92
Gibraltar,GIB,2021-03-10,44894.0,28932.0,15962.0,654.0,796.0,133.25,85.87,47.38
Gibraltar,GIB,2021-03-11,44894.0,28932.0,15962.0,0.0,606.0,133.25,85.87,47.38
Gibraltar,GIB,2021-03-12,45488.0,28971.0,16517.0,594.0,596.0,135.02,85.99,49.02
Gibraltar,GIB,2021-03-13,46136.0,29610.0,16526.0,648.0,513.0,136.94,87.89,49.05
Gibraltar,GIB,2021-03-14,46136.0,29610.0,16526.0,0.0,346.0,136.94,87.89,49.05
Gibraltar,GIB,2021-03-15,47210.0,29631.0,17579.0,1074.0,500.0,140.13,87.95,52.18
Gibraltar,GIB,2021-03-16,48296.0,29667.0,18629.0,1086.0,579.0,143.35,88.06,55.29
Gibraltar,GIB,2021-03-17,49328.0,29749.0,19579.0,1032.0,633.0,146.41,88.3,58.11
Gibraltar,GIB,2021-03-18,49981.0,29834.0,20147.0,653.0,727.0,148.35,88.55,59.8
Gibraltar,GIB,2021-03-19,51163.0,29913.0,21250.0,1182.0,811.0,151.86,88.79,63.07
