country_name,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Italy,ITA,2021-02-18,3340620.0,2007085.0,1333535.0,88996.0,65035.0,5.53,3.32,2.21
Italy,ITA,2021-02-19,3432422.0,2092878.0,1339544.0,91802.0,67757.0,5.68,3.46,2.22
Italy,ITA,2021-02-20,3509805.0,2166334.0,1343471.0,77383.0,71349.0,5.8,3.58,2.22
Italy,ITA,2021-02-21,3560490.0,2214990.0,1345500.0,50685.0,74420.0,5.89,3.66,2.23
Italy,ITA,2021-02-22,3665447.0,2314741.0,1350706.0,104957.0,80527.0,6.06,3.83,2.23
Italy,ITA,2021-02-23,3771408.0,2415640.0,1355768.0,105961.0,85580.0,6.24,4.0,2.24
Italy,ITA,2021-02-24,3892692.0,2529057.0,1363635.0,121284.0,91581.0,6.44,4.18,2.26
Italy,ITA,2021-02-25,4019996.0,2644656.0,1375340.0,127304.0,97054.0,6.65,4.37,2.27
Italy,ITA,2021-02-26,4154876.0,2765139.0,1389737.0,134880.0,103208.0,6.87,4.57,2.3
Italy,ITA,2021-02-27,4280644.0,2879304.0,1401340.0,125768.0,110120.0,7.08,4.76,2.32
Italy,ITA,2021-02-28,4358309.0,2948844.0,1409465.0,77665.0,113974.0,7.21,4.88,2.33
Italy,ITA,2021-03-01,4492076.0,3058317.0,1433759.0,133767.0,118090.0,7.43,5.06,2.37
Italy,ITA,2021-03-02,4650872.0,3186792.0,1464080.0,158796.0,125638.0,7.69,5.27,2.42
Italy,ITA,2021-03-03,4834541.0,3329010.0,1505531.0,183669.0,134550.0,8.0,5.51,2.49
Italy,ITA,2021-03-04,5028311.0,3476090.0,1552221.0,193770.0,144045.0,8.32,5.75,2.57
Italy,ITA,2021-03-05,5228945.0,3625132.0,1603813.0,200634.0,153438.0,8.65,6.0,2.65
Italy,ITA,2021-03-06,5403134.0,3760597.0,1642537.0,174189.0,160356.0,8.94,6.22,2.72
Italy,ITA,2021-03-07,5502276.0,3839795.0,1662481.0,99142.0,163424.0,9.1,6.35,2.75
Italy,ITA,2021-03-08,5677731.0,3968300.0,1709431.0,175455.0,169379.0,9.39,6.56,2.83
Italy,ITA,2021-03-09,5865129.0,4106702.0,1758427.0,187398.0,173465.0,9.7,6.79,2.91
Italy,ITA,2021-03-10,6072535.0,4259769.0,1812766.0,207406.0,176856.0,10.04,7.05,3.0
Italy,ITA,2021-03-11,6286088.0,4414811.0,1871277.0,213553.0,179682.0,10.4,7.3,3.09
Italy,ITA,2021-03-12,6488983.0,4557591.0,1931392.0,202895.0,180005.0,10.73,7.54,3.19
Italy,ITA,2021-03-13,6659963.0,4680602.0,1979361.0,170980.0,179547.0,11.02,7.74,3.27
Italy,ITA,2021-03-14,6762267.0,4750059.0,2012208.0,102304.0,179999.0,11.18,7.86,3.33
Italy,ITA,2021-03-15,6929881.0,4848320.0,2081561.0,167614.0,178879.0,11.46,8.02,3.44
Italy,ITA,2021-03-16,7067200.0,4914576.0,2152624.0,137319.0,171724.0,11.69,8.13,3.56
Italy,ITA,2021-03-17,7226532.0,4994886.0,2231646.0,159332.0,164857.0,11.95,8.26,3.69
Italy,ITA,2021-03-18,7382010.0,5073525.0,2308485.0,155478.0,156560.0,12.21,8.39,3.82
Italy,ITA,2021-03-19,7545293.0,5162314.0,2382979.0,163283.0,150901.0,12.48,8.54,3.94
Italy,ITA,2021-03-20,7708889.0,5265495.0,2443394.0,163596.0,149847.0,12.75,8.71,4.04
Japan,JPN,2021-03-10,148950.0,148915.0,35.0,41392.0,15950.0,0.12,0.12,0.0
Japan,JPN,2021-03-11,181184.0,180741.0,443.0,32234.0,20287.0,0.14,0.14,0.0
Japan,JPN,2021-03-12,230542.0,227194.0,3348.0,49358.0,26296.0,0.18,0.18,0.0
Japan,JPN,2021-03-16,359191.0,349844.0,9347.0,68916.0,35948.0,0.28,0.28,0.01
Japan,JPN,2021-03-17,437485.0,423196.0,14289.0,78294.0,41219.0,0.35,0.33,0.01
Japan,JPN,2021-03-18,508702.0,490413.0,18289.0,71217.0,46788.0,0.4,0.39,0.01
Japan,JPN,2021-03-19,578835.0,553454.0,25381.0,70133.0,49756.0,0.46,0.44,0.02
Latvia,LVA,2021-01-19,17682.0,16307.0,1375.0,876.0,125.0,0.94,0.86,0.07
Latvia,LVA,2021-01-20,18452.0,16326.0,2126.0,770.0,235.0,0.98,0.87,0.11
Latvia,LVA,2021-01-21,18731.0,16592.0,2139.0,279.0,275.0,0.99,0.88,0.11
Latvia,LVA,2021-01-22,18946.0,16790.0,2156.0,215.0,306.0,1.0,0.89,0.11
Latvia,LVA,2021-01-26,20587.0,16965.0,3622.0,848.0,415.0,1.09,0.9,0.19
Latvia,LVA,2021-01-27,21405.0,17046.0,4359.0,818.0,422.0,1.13,0.9,0.23
Latvia,LVA,2021-01-28,22184.0,17075.0,5109.0,779.0,493.0,1.18,0.91,0.27
Latvia,LVA,2021-01-29,23146.0,17127.0,6019.0,962.0,600.0,1.23,0.91,0.32
Latvia,LVA,2021-01-30,23454.0,17131.0,6323.0,308.0,606.0,1.24,0.91,0.34
Latvia,LVA,2021-02-02,26784.0,17280.0,9504.0,1809.0,885.0,1.42,0.92,0.5
Latvia,LVA,2021-02-03,28406.0,17523.0,10883.0,1622.0,1000.0,1.51,0.93,0.58
Latvia,LVA,2021-02-04,29909.0,17663.0,12246.0,1503.0,1104.0,1.59,0.94,0.65
Latvia,LVA,2021-02-05,31575.0,17825.0,13750.0,1666.0,1204.0,1.67,0.95,0.73
Latvia,LVA,2021-02-06,32141.0,17834.0,14307.0,566.0,1241.0,1.7,0.95,0.76
Latvia,LVA,2021-02-07,32266.0,17836.0,14430.0,125.0,1150.0,1.71,0.95,0.77
Latvia,LVA,2021-02-08,32677.0,18092.0,14585.0,411.0,1100.0,1.73,0.96,0.77
Latvia,LVA,2021-02-09,32861.0,18233.0,14628.0,184.0,868.0,1.74,0.97,0.78
Latvia,LVA,2021-02-10,33487.0,18662.0,14825.0,626.0,726.0,1.78,0.99,0.79
Latvia,LVA,2021-02-11,35269.0,19764.0,15505.0,1782.0,766.0,1.87,1.05,0.82
Latvia,LVA,2021-02-12,36998.0,20940.0,16058.0,1729.0,775.0,1.96,1.11,0.85
Latvia,LVA,2021-02-13,37399.0,21164.0,16235.0,401.0,751.0,1.98,1.12,0.86
Latvia,LVA,2021-02-14,37420.0,21165.0,16255.0,21.0,736.0,1.98,1.12,0.86
Latvia,LVA,2021-02-15,38293.0,21884.0,16409.0,873.0,802.0,2.03,1.16,0.87
Latvia,LVA,2021-02-16,39673.0,23188.0,16485.0,1380.0,973.0,2.1,1.23,0.87
Latvia,LVA,2021-02-17,41665.0,25001.0,16664.0,1992.0,1168.0,2.21,1.33,0.88
Latvia,LVA,2021-02-18,43210.0,26493.0,16717.0,1545.0,1134.0,2.29,1.4,0.89
Latvia,LVA,2021-02-19,44562.0,27789.0,16773.0,1352.0,1081.0,2.36,1.47,0.89
Latvia,LVA,2021-02-20,45333.0,28542.0,16791.0,771.0,1133.0,2.4,1.51,0.89
Latvia,LVA,2021-02-23,50306.0,33455.0,16851.0,2382.0,1519.0,2.67,1.77,0.89
Latvia,LVA,2021-02-24,54616.0,37733.0,16883.0,4310.0,1850.0,2.9,2.0,0.9
Latvia,LVA,2021-02-25,58784.0,41859.0,16925.0,4168.0,2225.0,3.12,2.22,0.9
Latvia,LVA,2021-02-26,62144.0,45131.0,17013.0,3360.0,2512.0,3.29,2.39,0.9
Latvia,LVA,2021-02-27,62729.0,45707.0,17022.0,585.0,2485.0,3.33,2.42,0.9
Latvia,LVA,2021-02-28,62859.0,45836.0,17023.0,130.0,2319.0,3.33,2.43,0.9
Latvia,LVA,2021-03-01,64613.0,47364.0,17249.0,1754.0,2384.0,3.43,2.51,0.91
Latvia,LVA,2021-03-02,66785.0,49235.0,17550.0,2172.0,2354.0,3.54,2.61,0.93
Latvia,LVA,2021-03-03,70876.0,53139.0,17737.0,4091.0,2323.0,3.76,2.82,0.94
Latvia,LVA,2021-03-04,76821.0,58966.0,17855.0,5945.0,2577.0,4.07,3.13,0.95
Latvia,LVA,2021-03-05,81616.0,63624.0,17992.0,4795.0,2782.0,4.33,3.37,0.95
Latvia,LVA,2021-03-06,82382.0,64387.0,17995.0,766.0,2808.0,4.37,3.41,0.95
Latvia,LVA,2021-03-07,82456.0,64458.0,17998.0,74.0,2800.0,4.37,3.42,0.95
Latvia,LVA,2021-03-08,84146.0,66112.0,18034.0,1690.0,2790.0,4.46,3.51,0.96
Latvia,LVA,2021-03-09,86488.0,68429.0,18059.0,2342.0,2815.0,4.59,3.63,0.96
Latvia,LVA,2021-03-10,88939.0,70847.0,18092.0,2451.0,2580.0,4.72,3.76,0.96
Latvia,LVA,2021-03-11,91569.0,73467.0,18102.0,2630.0,2107.0,4.85,3.89,0.96
Latvia,LVA,2021-03-12,96465.0,78355.0,18110.0,4896.0,2121.0,5.11,4.15,0.96
Latvia,LVA,2021-03-13,97366.0,79255.0,18111.0,901.0,2141.0,5.16,4.2,0.96
Latvia,LVA,2021-03-16,101278.0,82981.0,18297.0,176.0,2113.0,5.37,4.4,0.97
Latvia,LVA,2021-03-17,101443.0,83041.0,18402.0,165.0,1786.0,5.38,4.4,0.98
Latvia,LVA,2021-03-18,101712.0,83051.0,18661.0,269.0,1449.0,5.39,4.4,0.99
Latvia,LVA,2021-03-19,102320.0,83384.0,18936.0,608.0,836.0,5.42,4.42,1.0
Lebanon,LBN,2021-03-10,87216.0,75341.0,11875.0,22242.0,4662.0,1.28,1.1,0.17
Lebanon,LBN,2021-03-11,91967.0,76883.0,15084.0,4751.0,4928.0,1.35,1.13,0.22
Lebanon,LBN,2021-03-12,95888.0,78177.0,17711.0,3921.0,5050.0,1.4,1.15,0.26
Lebanon,LBN,2021-03-16,115164.0,86098.0,29066.0,10439.0,7170.0,1.69,1.26,0.43
Lebanon,LBN,2021-03-17,120890.0,88219.0,32671.0,5726.0,4811.0,1.77,1.29,0.48
Lebanon,LBN,2021-03-18,129487.0,90974.0,38513.0,8597.0,5360.0,1.9,1.33,0.56
Lebanon,LBN,2021-03-19,135277.0,92573.0,42704.0,5790.0,5627.0,1.98,1.36,0.63
Lebanon,LBN,2021-03-20,135349.0,92597.0,42752.0,72.0,5216.0,1.98,1.36,0.63
Lithuania,LTU,2021-01-17,52174.0,51085.0,1089.0,1131.0,4095.0,1.92,1.88,0.04
Lithuania,LTU,2021-01-18,56689.0,53927.0,2762.0,4515.0,4424.0,2.08,1.98,0.1
Lithuania,LTU,2021-01-19,62976.0,56300.0,6676.0,6287.0,5024.0,2.31,2.07,0.25
Lithuania,LTU,2021-01-20,66445.0,57936.0,8509.0,3469.0,4629.0,2.44,2.13,0.31
Lithuania,LTU,2021-01-21,67994.0,58847.0,9147.0,1549.0,3618.0,2.5,2.16,0.34
Lithuania,LTU,2021-01-22,68387.0,59170.0,9217.0,393.0,2635.0,2.51,2.17,0.34
Lithuania,LTU,2021-01-23,68395.0,59178.0,9217.0,8.0,2479.0,2.51,2.17,0.34
Lithuania,LTU,2021-01-26,71598.0,61751.0,9847.0,3101.0,1232.0,2.63,2.27,0.36
Lithuania,LTU,2021-01-27,78484.0,65580.0,12904.0,6886.0,1720.0,2.88,2.41,0.47
Lithuania,LTU,2021-01-28,85556.0,68966.0,16590.0,7072.0,2509.0,3.14,2.53,0.61
Lithuania,LTU,2021-01-29,93610.0,71954.0,21656.0,8054.0,3603.0,3.44,2.64,0.8
Lithuania,LTU,2021-01-30,94239.0,72150.0,22089.0,629.0,3692.0,3.46,2.65,0.81
Lithuania,LTU,2021-01-31,94247.0,72158.0,22089.0,8.0,3686.0,3.46,2.65,0.81
Lithuania,LTU,2021-02-01,97129.0,73209.0,23920.0,2882.0,4090.0,3.57,2.69,0.88
Lithuania,LTU,2021-02-02,100992.0,74865.0,26127.0,3863.0,4199.0,3.71,2.75,0.96
Lithuania,LTU,2021-02-03,107781.0,76494.0,31287.0,6789.0,4185.0,3.96,2.81,1.15
Lithuania,LTU,2021-02-04,117616.0,78025.0,39591.0,9835.0,4580.0,4.32,2.87,1.45
Lithuania,LTU,2021-02-05,124865.0,78978.0,45887.0,7249.0,4465.0,4.59,2.9,1.69
Lithuania,LTU,2021-02-06,125591.0,79047.0,46544.0,726.0,4479.0,4.61,2.9,1.71
Lithuania,LTU,2021-02-07,125688.0,79049.0,46639.0,97.0,4492.0,4.62,2.9,1.71
Lithuania,LTU,2021-02-08,128342.0,79275.0,49067.0,2654.0,4459.0,4.71,2.91,1.8
Lithuania,LTU,2021-02-09,131189.0,80350.0,50839.0,2847.0,4314.0,4.82,2.95,1.87
Lithuania,LTU,2021-02-10,137338.0,84868.0,52470.0,6149.0,4222.0,5.04,3.12,1.93
Lithuania,LTU,2021-02-11,146381.0,92606.0,53775.0,9043.0,4109.0,5.38,3.4,1.98
Lithuania,LTU,2021-02-12,153659.0,98908.0,54751.0,7278.0,4113.0,5.64,3.63,2.01
Lithuania,LTU,2021-02-13,154105.0,99354.0,54751.0,446.0,4073.0,5.66,3.65,2.01
Lithuania,LTU,2021-02-16,159278.0,103624.0,55654.0,531.0,4013.0,5.85,3.81,2.04
Lithuania,LTU,2021-02-17,167523.0,107993.0,59530.0,8245.0,4312.0,6.15,3.97,2.19
Lithuania,LTU,2021-02-18,178843.0,114497.0,64346.0,11320.0,4637.0,6.57,4.21,2.36
Lithuania,LTU,2021-02-19,189289.0,121632.0,67657.0,10446.0,5090.0,6.95,4.47,2.49
Lithuania,LTU,2021-02-20,190298.0,122579.0,67719.0,1009.0,5170.0,6.99,4.5,2.49
Lithuania,LTU,2021-02-23,204391.0,133993.0,70398.0,8623.0,6445.0,7.51,4.92,2.59
Lithuania,LTU,2021-02-24,216056.0,144735.0,71321.0,11665.0,6933.0,7.94,5.32,2.62
Lithuania,LTU,2021-02-25,227869.0,155608.0,72261.0,11813.0,7004.0,8.37,5.72,2.65
Lithuania,LTU,2021-02-26,237824.0,164529.0,73295.0,9955.0,6934.0,8.74,6.04,2.69
Lithuania,LTU,2021-02-27,238523.0,165197.0,73326.0,699.0,6889.0,8.76,6.07,2.69
Lithuania,LTU,2021-02-28,238927.0,165601.0,73326.0,404.0,6556.0,8.78,6.08,2.69
Lithuania,LTU,2021-03-01,246437.0,172965.0,73472.0,7510.0,7238.0,9.05,6.35,2.7
Lithuania,LTU,2021-03-02,255705.0,181638.0,74067.0,9268.0,7331.0,9.39,6.67,2.72
Lithuania,LTU,2021-03-03,267587.0,191320.0,76267.0,11882.0,7362.0,9.83,7.03,2.8
Lithuania,LTU,2021-03-04,282916.0,201524.0,81392.0,15329.0,7864.0,10.39,7.4,2.99
Lithuania,LTU,2021-03-05,296771.0,210760.0,86011.0,13855.0,8421.0,10.9,7.74,3.16
Lithuania,LTU,2021-03-06,297395.0,211242.0,86153.0,624.0,8410.0,10.92,7.76,3.16
Lithuania,LTU,2021-03-07,297396.0,211242.0,86154.0,1.0,8353.0,10.92,7.76,3.16
Lithuania,LTU,2021-03-08,306283.0,219168.0,87115.0,8887.0,8549.0,11.25,8.05,3.2
Lithuania,LTU,2021-03-09,318107.0,229625.0,88482.0,11824.0,8915.0,11.69,8.43,3.25
Lithuania,LTU,2021-03-10,333630.0,242593.0,91037.0,15523.0,9435.0,12.26,8.91,3.34
Lithuania,LTU,2021-03-11,334765.0,243053.0,91712.0,1135.0,7407.0,12.3,8.93,3.37
Lithuania,LTU,2021-03-12,352483.0,253635.0,98848.0,17718.0,7959.0,12.95,9.32,3.63
Lithuania,LTU,2021-03-13,354230.0,254668.0,99562.0,1747.0,8119.0,13.01,9.35,3.66
Lithuania,LTU,2021-03-14,354253.0,254691.0,99562.0,23.0,8122.0,13.01,9.36,3.66
Lithuania,LTU,2021-03-15,362156.0,261484.0,100672.0,7903.0,7982.0,13.3,9.61,3.7
Lithuania,LTU,2021-03-16,372168.0,266947.0,105221.0,10012.0,7723.0,13.67,9.81,3.87
Lithuania,LTU,2021-03-17,382531.0,269624.0,112907.0,10363.0,6986.0,14.05,9.9,4.15
Lithuania,LTU,2021-03-18,390769.0,272366.0,118403.0,8238.0,8001.0,14.35,10.01,4.35
Lithuania,LTU,2021-03-19,399608.0,275376.0,124232.0,8839.0,6732.0,14.68,10.12,4.56
Lithuania,LTU,2021-03-20,399863.0,275382.0,124481.0,255.0,6519.0,14.69,10.12,4.57
Luxembourg,LUX,2021-01-26,9525.0,8280.0,1245.0,971.0,604.0,1.52,1.32,0.2
Luxembourg,LUX,2021-01-27,10449.0,9107.0,1342.0,924.0,608.0,1.67,1.45,0.21
Luxembourg,LUX,2021-01-28,11373.0,9890.0,1483.0,924.0,639.0,1.82,1.58,0.24
Luxembourg,LUX,2021-02-01,13241.0,11336.0,1905.0,813.0,670.0,2.12,1.81,0.3
Luxembourg,LUX,2021-02-02,14252.0,11925.0,2327.0,1011.0,675.0,2.28,1.91,0.37
Luxembourg,LUX,2021-02-03,15407.0,12597.0,2810.0,1155.0,708.0,2.46,2.01,0.45
Luxembourg,LUX,2021-02-04,16419.0,13256.0,3163.0,1012.0,721.0,2.62,2.12,0.51
Luxembourg,LUX,2021-02-08,18139.0,14089.0,4050.0,511.0,700.0,2.9,2.25,0.65
Luxembourg,LUX,2021-02-09,18653.0,14227.0,4426.0,514.0,629.0,2.98,2.27,0.71
Luxembourg,LUX,2021-02-10,19923.0,15052.0,4871.0,1270.0,645.0,3.18,2.4,0.78
Luxembourg,LUX,2021-02-11,21390.0,16131.0,5259.0,1467.0,710.0,3.42,2.58,0.84
Luxembourg,LUX,2021-02-15,24024.0,18055.0,5969.0,1129.0,841.0,3.84,2.88,0.95
Luxembourg,LUX,2021-02-16,25918.0,19622.0,6296.0,1894.0,1038.0,4.14,3.13,1.01
Luxembourg,LUX,2021-02-17,27119.0,20605.0,6514.0,1201.0,1028.0,4.33,3.29,1.04
Luxembourg,LUX,2021-02-18,28933.0,21853.0,7080.0,1814.0,1078.0,4.62,3.49,1.13
Luxembourg,LUX,2021-02-22,31926.0,23685.0,8241.0,941.0,1129.0,5.1,3.78,1.32
Luxembourg,LUX,2021-02-23,33370.0,24508.0,8862.0,1444.0,1065.0,5.33,3.92,1.42
Luxembourg,LUX,2021-02-24,34760.0,25285.0,9475.0,1390.0,1092.0,5.55,4.04,1.51
Luxembourg,LUX,2021-02-25,36071.0,26089.0,9982.0,1311.0,1020.0,5.76,4.17,1.59
Luxembourg,LUX,2021-03-01,39121.0,27655.0,11466.0,1328.0,1028.0,6.25,4.42,1.83
Luxembourg,LUX,2021-03-02,40460.0,28476.0,11984.0,1339.0,1013.0,6.46,4.55,1.91
Luxembourg,LUX,2021-03-03,42118.0,29401.0,12717.0,1658.0,1051.0,6.73,4.7,2.03
Luxembourg,LUX,2021-03-04,44171.0,30723.0,13448.0,2053.0,1157.0,7.06,4.91,2.15
Luxembourg,LUX,2021-03-08,47515.0,33238.0,14277.0,806.0,1199.0,7.59,5.31,2.28
Luxembourg,LUX,2021-03-09,48961.0,34530.0,14431.0,1446.0,1214.0,7.82,5.52,2.31
Luxembourg,LUX,2021-03-10,51457.0,36693.0,14764.0,2496.0,1334.0,8.22,5.86,2.36
Luxembourg,LUX,2021-03-11,54865.0,39558.0,15307.0,3408.0,1528.0,8.76,6.32,2.45
Luxembourg,LUX,2021-03-15,60587.0,44735.0,15852.0,1539.0,1867.0,9.68,7.15,2.53
Luxembourg,LUX,2021-03-16,64068.0,47598.0,16470.0,3481.0,2158.0,10.23,7.6,2.63
Luxembourg,LUX,2021-03-17,67154.0,50220.0,16934.0,3086.0,2242.0,10.73,8.02,2.71
Luxembourg,LUX,2021-03-18,70339.0,52870.0,17469.0,3185.0,2211.0,11.24,8.45,2.79
Malta,MLT,2021-01-24,19981.0,18783.0,1198.0,1051.0,1182.0,4.53,4.25,0.27
Malta,MLT,2021-01-25,21172.0,19709.0,1463.0,1191.0,1167.0,4.8,4.46,0.33
Malta,MLT,2021-01-26,22371.0,20677.0,1694.0,1199.0,1156.0,5.07,4.68,0.38
Malta,MLT,2021-01-27,23512.0,21417.0,2095.0,1141.0,1171.0,5.33,4.85,0.47
Malta,MLT,2021-01-28,24680.0,22162.0,2518.0,1168.0,1164.0,5.59,5.02,0.57
Malta,MLT,2021-01-29,25822.0,22853.0,2969.0,1142.0,1151.0,5.85,5.18,0.67
Malta,MLT,2021-01-30,26847.0,23391.0,3456.0,1025.0,1131.0,6.08,5.3,0.78
Malta,MLT,2021-01-31,27759.0,23811.0,3948.0,912.0,1111.0,6.29,5.39,0.89
Malta,MLT,2021-02-01,29002.0,24526.0,4476.0,1243.0,1119.0,6.57,5.55,1.01
Malta,MLT,2021-02-02,30252.0,25361.0,4891.0,1250.0,1126.0,6.85,5.74,1.11
Malta,MLT,2021-02-03,31633.0,26223.0,5410.0,1381.0,1160.0,7.16,5.94,1.23
Malta,MLT,2021-02-04,33477.0,27020.0,6457.0,1844.0,1257.0,7.58,6.12,1.46
Malta,MLT,2021-02-05,35676.0,28082.0,7594.0,2199.0,1408.0,8.08,6.36,1.72
Malta,MLT,2021-02-06,37586.0,28837.0,8749.0,1910.0,1534.0,8.51,6.53,1.98
Malta,MLT,2021-02-07,39257.0,29339.0,9918.0,1671.0,1643.0,8.89,6.64,2.25
Malta,MLT,2021-02-08,41285.0,30235.0,11050.0,2028.0,1755.0,9.35,6.85,2.5
Malta,MLT,2021-02-09,43337.0,31202.0,12135.0,2052.0,1869.0,9.81,7.07,2.75
Malta,MLT,2021-02-10,44598.0,31670.0,12928.0,1261.0,1852.0,10.1,7.17,2.93
Malta,MLT,2021-02-11,46344.0,32524.0,13820.0,1746.0,1838.0,10.5,7.37,3.13
Malta,MLT,2021-02-12,48474.0,33735.0,14739.0,2130.0,1828.0,10.98,7.64,3.34
Malta,MLT,2021-02-13,50175.0,34574.0,15601.0,1701.0,1798.0,11.36,7.83,3.53
Malta,MLT,2021-02-14,51641.0,35376.0,16265.0,1466.0,1769.0,11.7,8.01,3.68
Malta,MLT,2021-02-15,53647.0,36545.0,17102.0,2006.0,1766.0,12.15,8.28,3.87
Malta,MLT,2021-02-16,55709.0,37866.0,17843.0,2062.0,1767.0,12.62,8.58,4.04
Malta,MLT,2021-02-17,57683.0,39147.0,18536.0,1974.0,1869.0,13.06,8.87,4.2
Malta,MLT,2021-02-18,59702.0,40503.0,19199.0,2019.0,1908.0,13.52,9.17,4.35
Malta,MLT,2021-02-19,62059.0,42231.0,19828.0,2357.0,1941.0,14.06,9.56,4.49
Malta,MLT,2021-02-20,63308.0,43119.0,20189.0,1249.0,1876.0,14.34,9.77,4.57
Malta,MLT,2021-02-21,64419.0,43888.0,20531.0,1111.0,1825.0,14.59,9.94,4.65
Malta,MLT,2021-02-22,66334.0,45174.0,21160.0,1915.0,1812.0,15.02,10.23,4.79
Malta,MLT,2021-02-23,68779.0,47012.0,21767.0,2445.0,1867.0,15.58,10.65,4.93
Malta,MLT,2021-02-24,71562.0,49061.0,22501.0,2783.0,1983.0,16.21,11.11,5.1
Malta,MLT,2021-02-25,73644.0,50249.0,23395.0,2082.0,1992.0,16.68,11.38,5.3
Malta,MLT,2021-02-26,76159.0,51041.0,25118.0,2515.0,2014.0,17.25,11.56,5.69
Malta,MLT,2021-02-27,77967.0,51186.0,26781.0,1808.0,2094.0,17.66,11.59,6.07
Malta,MLT,2021-02-28,79624.0,51576.0,28048.0,1657.0,2172.0,18.03,11.68,6.35
Malta,MLT,2021-03-01,81883.0,52862.0,29021.0,2259.0,2221.0,18.54,11.97,6.57
Malta,MLT,2021-03-02,84129.0,54381.0,29748.0,2246.0,2193.0,19.05,12.32,6.74
Malta,MLT,2021-03-03,86854.0,56525.0,30329.0,2725.0,2185.0,19.67,12.8,6.87
Malta,MLT,2021-03-04,89946.0,58912.0,31034.0,3092.0,2329.0,20.37,13.34,7.03
Malta,MLT,2021-03-05,92806.0,61096.0,31710.0,2860.0,2378.0,21.02,13.84,7.18
Malta,MLT,2021-03-06,95899.0,63479.0,32420.0,3093.0,2562.0,21.72,14.38,7.34
Malta,MLT,2021-03-07,97864.0,65002.0,32862.0,1965.0,2606.0,22.16,14.72,7.44
Malta,MLT,2021-03-08,101776.0,67595.0,34181.0,3912.0,2842.0,23.05,15.31,7.74
Malta,MLT,2021-03-09,105416.0,70323.0,35093.0,3640.0,3041.0,23.87,15.93,7.95
Malta,MLT,2021-03-10,108971.0,72725.0,36246.0,3555.0,3160.0,24.68,16.47,8.21
Malta,MLT,2021-03-11,113258.0,76076.0,37182.0,4287.0,3330.0,25.65,17.23,8.42
Malta,MLT,2021-03-12,117121.0,78788.0,38333.0,3863.0,3474.0,26.53,17.84,8.68
Malta,MLT,2021-03-13,120073.0,80974.0,39099.0,2952.0,3453.0,27.19,18.34,8.86
Malta,MLT,2021-03-14,122366.0,82671.0,39695.0,2293.0,3500.0,27.71,18.72,8.99
Malta,MLT,2021-03-15,126277.0,85596.0,40681.0,3911.0,3500.0,28.6,19.39,9.21
Malta,MLT,2021-03-16,130861.0,90002.0,40859.0,4584.0,3635.0,29.64,20.38,9.25
Malta,MLT,2021-03-17,133871.0,92250.0,41621.0,3010.0,3557.0,30.32,20.89,9.43
Malta,MLT,2021-03-18,138264.0,95707.0,42557.0,4393.0,3572.0,31.31,21.68,9.64
Malta,MLT,2021-03-19,140331.0,97064.0,43267.0,2067.0,3316.0,31.78,21.98,9.8
Mexico,MEX,2021-01-15,417375.0,415417.0,1958.0,87392.0,49987.0,0.32,0.32,0.0
Mexico,MEX,2021-01-16,463246.0,461025.0,2221.0,45871.0,55493.0,0.36,0.36,0.0
Mexico,MEX,2021-01-17,472142.0,468708.0,3434.0,8896.0,55835.0,0.37,0.36,0.0
Mexico,MEX,2021-01-18,492529.0,485983.0,6546.0,20387.0,57924.0,0.38,0.38,0.01
Mexico,MEX,2021-01-19,498122.0,488513.0,9609.0,5593.0,57892.0,0.39,0.38,0.01
Mexico,MEX,2021-01-20,501030.0,489628.0,11402.0,2908.0,44066.0,0.39,0.38,0.01
Mexico,MEX,2021-01-21,552335.0,534317.0,18018.0,51305.0,31765.0,0.43,0.41,0.01
Mexico,MEX,2021-01-22,614808.0,594725.0,20083.0,62473.0,28205.0,0.48,0.46,0.02
Mexico,MEX,2021-01-23,618768.0,596296.0,22472.0,3960.0,22217.0,0.48,0.46,0.02
Mexico,MEX,2021-01-24,629626.0,604441.0,25185.0,10858.0,22498.0,0.49,0.47,0.02
Mexico,MEX,2021-01-25,645105.0,616390.0,28715.0,15479.0,21797.0,0.5,0.48,0.02
Mexico,MEX,2021-01-26,652319.0,621005.0,31314.0,7214.0,22028.0,0.51,0.48,0.02
Mexico,MEX,2021-01-27,656044.0,624730.0,31314.0,3725.0,22145.0,0.51,0.48,0.02
Mexico,MEX,2021-01-28,657842.0,626528.0,31314.0,1798.0,15072.0,0.51,0.49,0.02
Mexico,MEX,2021-01-29,662217.0,630820.0,31397.0,4375.0,6773.0,0.51,0.49,0.02
Mexico,MEX,2021-01-30,670307.0,631298.0,39009.0,8090.0,7363.0,0.52,0.49,0.03
Mexico,MEX,2021-01-31,673327.0,631485.0,41842.0,3020.0,6243.0,0.52,0.49,0.03
Mexico,MEX,2021-02-01,675202.0,631747.0,43455.0,1875.0,4300.0,0.52,0.49,0.03
Mexico,MEX,2021-02-02,677539.0,631791.0,45748.0,2337.0,3603.0,0.53,0.49,0.04
Mexico,MEX,2021-02-03,686601.0,632439.0,54162.0,9062.0,4365.0,0.53,0.49,0.04
Mexico,MEX,2021-02-04,695088.0,634346.0,60742.0,8487.0,5321.0,0.54,0.49,0.05
